method n p rho rep time mse
0 100 20000 0.5 1 1.247 0.016618233601521
1 100 20000 0.5 1 4.567 0.0166182336015209
2 100 20000 0.5 1 1.234 0.0165919870942145
3 100 20000 0.5 1 1.281 0.0165926453476931
0 100 20000 0.5 2 1.255 0.0169635316929397
1 100 20000 0.5 2 4.037 0.0169635316929397
2 100 20000 0.5 2 1.224 0.0165915434194497
3 100 20000 0.5 2 1.266 0.0165940442072115
0 100 20000 0.5 3 1.275 0.0150917496734655
1 100 20000 0.5 3 4.268 0.0150917496734652
2 100 20000 0.5 3 1.22 0.0165889897899851
3 100 20000 0.5 3 1.271 0.0165915362215526
