method n p rho rep time mse
0 1000 5000 0.95 1 6.406 0.0309440249988682
1 1000 5000 0.95 1 3.941 0.0309440249988682
2 1000 5000 0.95 1 0.429 0.757707254536912
3 1000 5000 0.95 1 0.506999999999998 0.0330292763763955
0 1000 5000 0.95 2 5.428 0.0307464385188987
1 1000 5000 0.95 2 2.406 0.0307464385188987
2 1000 5000 0.95 2 0.439999999999998 0.462250542635713
3 1000 5000 0.95 2 0.530999999999999 0.0330291956729366
0 1000 5000 0.95 3 5.441 0.0307289406537767
1 1000 5000 0.95 3 2.974 0.0307289406537767
2 1000 5000 0.95 3 0.429000000000002 0.601628593630879
3 1000 5000 0.95 3 0.517000000000003 0.0330308633267784
