method n p rho rep time mse
0 1e+05 1000 0.9 1 340.488 0.0105874963012852
1 1e+05 1000 0.9 1 286.022 0.0105874963012836
2 1e+05 1000 0.9 1 10.3680000000001 5716.22849488816
3 1e+05 1000 0.9 1 19.103 0.0101638268310235
0 1e+05 1000 0.9 2 424.132 0.0107038819760899
1 1e+05 1000 0.9 2 389.089 0.0107038819760911
2 1e+05 1000 0.9 2 25.4759999999999 14759.9426536506
3 1e+05 1000 0.9 2 29.846 0.00999430296775755
0 1e+05 1000 0.9 3 230.678 0.0103568444574497
1 1e+05 1000 0.9 3 530.895 0.0103568444574503
2 1e+05 1000 0.9 3 10.806 95315.6355768977
3 1e+05 1000 0.9 3 15.9200000000001 0.0102588972101529
