method n p rho rep time mse
0 10000 100 0.9 1 2.363 0.050740641187482
1 10000 100 0.9 1 0.157 0.0525633868378409
2 10000 100 0.9 1 0.186 0.611142748631811
3 10000 100 0.9 1 0.298 0.0333448369832631
0 10000 100 0.9 2 2.338 0.0485937643890646
1 10000 100 0.9 2 0.164000000000001 0.0485937643890647
2 10000 100 0.9 2 0.186999999999999 2.21057414610725
3 10000 100 0.9 2 0.307 0.0329687163381224
0 10000 100 0.9 3 2.242 0.058428844600325
1 10000 100 0.9 3 0.186999999999999 0.0517457228515906
2 10000 100 0.9 3 0.196 0.470420860539416
3 10000 100 0.9 3 0.303000000000001 0.0303477283268222
