method n p rho rep time mse
0 10000 100 0.95 1 3.954 0.0679682527361825
1 10000 100 0.95 1 0.173999999999999 0.0679682527361922
2 10000 100 0.95 1 0.176 35.8645090904528
3 10000 100 0.95 1 0.295 0.0290960797673246
0 10000 100 0.95 2 3.443 0.0728454245324601
1 10000 100 0.95 2 0.154999999999999 0.0728454245324663
2 10000 100 0.95 2 0.181999999999999 7.8668453350617
3 10000 100 0.95 2 0.293000000000001 0.0272397479057621
0 10000 100 0.95 3 3.08 0.0728937842247445
1 10000 100 0.95 3 0.193000000000001 0.0728937842247571
2 10000 100 0.95 3 0.198999999999998 38.7443715479937
3 10000 100 0.95 3 0.341000000000001 0.0297051978959437
