method n p rho rep time mse
0 5000 5000 0 1 45.004 0.0196619197731425
1 5000 5000 0 1 251.546 0.0195621191814385
2 5000 5000 0 1 1.58099999999996 0.0252275667327225
3 5000 5000 0 1 1.99400000000003 0.0243294429905393
0 5000 5000 0 2 45.482 0.0195048228025419
1 5000 5000 0 2 266.383 0.0194761938519599
2 5000 5000 0 2 2.37 0.0252505531896584
3 5000 5000 0 2 2.73099999999999 0.0241897109893669
0 5000 5000 0 3 47.635 0.0196175156981365
1 5000 5000 0 3 212.847 0.0195356995652605
2 5000 5000 0 3 1.61000000000001 0.0252096086839422
3 5000 5000 0 3 2.09500000000003 0.0241981561463648
