method n p rho rep time mse
0 5000 1000 0.9 1 12.455 0.0234784492280734
1 5000 1000 0.9 1 8.117 0.0233269832957585
2 5000 1000 0.9 1 0.399000000000001 0.190010414233418
3 5000 1000 0.9 1 0.582999999999998 0.055375897293934
0 5000 1000 0.9 2 8.101 0.0220199619336469
1 5000 1000 0.9 2 7.547 0.021959360040937
2 5000 1000 0.9 2 0.422000000000004 0.117253081646248
3 5000 1000 0.9 2 0.573 0.0554570583469184
0 5000 1000 0.9 3 8.536 0.0238710531970812
1 5000 1000 0.9 3 7.801 0.0238422132373314
2 5000 1000 0.9 3 0.433999999999997 0.180817803926457
3 5000 1000 0.9 3 0.609999999999999 0.0550835238651079
