method n p rho rep time mse
0 1e+06 100 0.5 1 89.198 0.0314989438228501
1 1e+06 100 0.5 1 14.412 0.0314989438228392
2 1e+06 100 0.5 1 20.341 0.00942739412609948
3 1e+06 100 0.5 1 31.829 0.00932574603349235
0 1e+06 100 0.5 2 78.222 0.0316408262628564
1 1e+06 100 0.5 2 14.424 0.0316408262628436
2 1e+06 100 0.5 2 20.322 0.00879331262452867
3 1e+06 100 0.5 2 35.697 0.00872663152477029
0 1e+06 100 0.5 3 96.923 0.0317066845465485
1 1e+06 100 0.5 3 15.463 0.0317066845465382
2 1e+06 100 0.5 3 23.932 0.00944593437565233
3 1e+06 100 0.5 3 36.701 0.00936086417039093
