method n p rho rep time mse
0 10000 5000 0.5 1 56.825 0.0140792062797706
1 10000 5000 0.5 1 473.529 0.0140850370064463
2 10000 5000 0.5 1 3.38400000000001 0.0250918749013729
3 10000 5000 0.5 1 4.55799999999999 0.0218537658497146
0 10000 5000 0.5 2 59.5219999999999 0.0141836528936419
1 10000 5000 0.5 2 476.807 0.0140622696163904
2 10000 5000 0.5 2 3.28600000000006 0.0248869043257827
3 10000 5000 0.5 2 4.85400000000004 0.0219244893345187
0 10000 5000 0.5 3 66.8520000000001 0.0144482858435728
1 10000 5000 0.5 3 476.157 0.0142287085826248
2 10000 5000 0.5 3 3.548 0.0246212765565894
3 10000 5000 0.5 3 5.10599999999999 0.0219210811026681
