method n p rho rep time mse
0 1000 100 0.2 1 0.0720000000000001 0.0424125872361674
1 1000 100 0.2 1 0.0210000000000008 0.0424125872361674
2 1000 100 0.2 1 0.0209999999999999 0.113997194839535
3 1000 100 0.2 1 0.032 0.0678353385230172
0 1000 100 0.2 2 0.0660000000000007 0.0433886394366788
1 1000 100 0.2 2 0.0200000000000005 0.0433886394366789
2 1000 100 0.2 2 0.0220000000000002 0.120783444905737
3 1000 100 0.2 2 0.0309999999999997 0.0749112370146851
0 1000 100 0.2 3 0.0609999999999999 0.0446099253120773
1 1000 100 0.2 3 0.0210000000000008 0.0446099253120774
2 1000 100 0.2 3 0.0220000000000002 0.136676878354373
3 1000 100 0.2 3 0.0309999999999997 0.0759271927375637
