method n p rho rep time mse
0 1e+06 100 0.2 1 101.085 0.02867362745804
1 1e+06 100 0.2 1 26.011 0.0286736274580393
2 1e+06 100 0.2 1 22.623 0.00993155300801452
3 1e+06 100 0.2 1 34.677 0.0098735816023828
0 1e+06 100 0.2 2 109.772 0.0288829881724152
1 1e+06 100 0.2 2 24.537 0.0288829881724139
2 1e+06 100 0.2 2 26.935 0.00969343673771035
3 1e+06 100 0.2 2 37.907 0.00963173218112246
0 1e+06 100 0.2 3 113.866 0.0287109649093925
1 1e+06 100 0.2 3 28.749 0.0287109649093929
2 1e+06 100 0.2 3 19.071 0.00917558895198621
3 1e+06 100 0.2 3 28.572 0.00911150676527361
