method n p rho rep time mse
0 5000 5000 0.5 1 63.188 0.0197416402182122
1 5000 5000 0.5 1 294.211 0.0196456700405045
2 5000 5000 0.5 1 1.80899999999997 0.0289785453077274
3 5000 5000 0.5 1 2.47900000000004 0.0269557817311896
0 5000 5000 0.5 2 57.54 0.0197279347625293
1 5000 5000 0.5 2 292.919 0.0194935545028221
2 5000 5000 0.5 2 2.16499999999996 0.0282774577546774
3 5000 5000 0.5 2 2.86099999999999 0.0270161989871771
0 5000 5000 0.5 3 62.46 0.019500595432618
1 5000 5000 0.5 3 291.735 0.0194281486806578
2 5000 5000 0.5 3 1.77299999999991 0.0280642237450726
3 5000 5000 0.5 3 2.53800000000001 0.0270496124744553
