method n p rho rep time mse
0 100 5000 0.95 1 0.33 0.0330560789500361
1 100 5000 0.95 1 0.651 0.0330560789500365
2 100 5000 0.95 1 0.158 0.0339624146577095
3 100 5000 0.95 1 0.156 0.0331940660899874
0 100 5000 0.95 2 0.228 0.0326914721430338
1 100 5000 0.95 2 0.956 0.0326914721430342
2 100 5000 0.95 2 0.154 0.033506258924908
3 100 5000 0.95 2 0.157 0.0331924809089857
0 100 5000 0.95 3 0.181999999999999 0.033270002483545
1 100 5000 0.95 3 0.866 0.0332700024835451
2 100 5000 0.95 3 0.156000000000001 0.0333906616640163
3 100 5000 0.95 3 0.164 0.0331944329862289
