method n p rho rep time mse
0 10000 5000 0.9 1 72.796 0.0156463861225671
1 10000 5000 0.9 1 306.097 0.0155390898638148
2 10000 5000 0.9 1 3.00700000000001 0.0752167800352166
3 10000 5000 0.9 1 4.012 0.0295272202860719
0 10000 5000 0.9 2 78.517 0.0161349977401562
1 10000 5000 0.9 2 308.305 0.0161703502282315
2 10000 5000 0.9 2 2.99599999999998 0.112535363605894
3 10000 5000 0.9 2 3.928 0.0296057759633901
0 10000 5000 0.9 3 90.6030000000001 0.015848708925891
1 10000 5000 0.9 3 330.606 0.0157390287709862
2 10000 5000 0.9 3 3.05099999999993 0.0959286382967685
3 10000 5000 0.9 3 3.93200000000002 0.0295888045468891
