method n p rho rep time mse
0 100 1000 0.1 1 0.0969999999999995 0.0575561938486576
1 100 1000 0.1 1 0.186 0.0575561938486552
2 100 1000 0.1 1 0.0599999999999996 0.0720550031782801
3 100 1000 0.1 1 0.0650000000000004 0.0723759747700962
0 100 1000 0.1 2 0.0789999999999997 0.0616402559529481
1 100 1000 0.1 2 0.168 0.0616402559529479
2 100 1000 0.1 2 0.0539999999999994 0.0721919398550131
3 100 1000 0.1 2 0.0579999999999998 0.072296688841784
0 100 1000 0.1 3 0.0589999999999993 0.0662169081413402
1 100 1000 0.1 3 0.113000000000001 0.0662169081413403
2 100 1000 0.1 3 0.0489999999999995 0.0720929781052189
3 100 1000 0.1 3 0.052999999999999 0.0722410418409865
