method n p rho rep time mse
0 100 1000 0.5 1 0.12 0.0560622115011292
1 100 1000 0.5 1 0.238 0.0560622115011298
2 100 1000 0.5 1 0.0629999999999997 0.0733087572196296
3 100 1000 0.5 1 0.0650000000000004 0.0727682930544892
0 100 1000 0.5 2 0.108 0.069934542407386
1 100 1000 0.5 2 0.276 0.0699345424073866
2 100 1000 0.5 2 0.0620000000000003 0.0741725691531074
3 100 1000 0.5 2 0.0659999999999998 0.0727682076693007
0 100 1000 0.5 3 0.105 0.0633276423633255
1 100 1000 0.5 3 0.201000000000001 0.0633276423633249
2 100 1000 0.5 3 0.0619999999999994 0.0730144852272951
3 100 1000 0.5 3 0.0659999999999998 0.0727373554725203
