method n p rho rep time mse
0 100 100 0.95 1 0.634 0.225220445008276
1 100 100 0.95 1 0.363 0.225220445008276
2 100 100 0.95 1 0.00900000000000034 0.226886717658095
3 100 100 0.95 1 0.0110000000000001 0.229166428005418
0 100 100 0.95 2 0.606 0.226804519888556
1 100 100 0.95 2 0.376999999999999 0.226804519888557
2 100 100 0.95 2 0.00999999999999979 0.228272198306976
3 100 100 0.95 2 0.00999999999999979 0.229784936393703
0 100 100 0.95 3 0.567 0.222525886891823
1 100 100 0.95 3 0.358000000000001 0.222525886891823
2 100 100 0.95 3 0.00900000000000034 0.229812776825412
3 100 100 0.95 3 0.0109999999999992 0.229457391246944
