method n p rho rep time mse
0 100 1000 0 1 0.0969999999999995 0.0562084169259667
1 100 1000 0 1 0.148 0.0562084169259671
2 100 1000 0 1 0.0789999999999997 0.071901582848141
3 100 1000 0 1 0.085 0.0716551328132159
0 100 1000 0 2 0.0810000000000004 0.0581769006969852
1 100 1000 0 2 0.155 0.0581769006969853
2 100 1000 0 2 0.0790000000000006 0.0718565427439188
3 100 1000 0 2 0.0830000000000002 0.0718059545826932
0 100 1000 0 3 0.0789999999999997 0.056329514539378
1 100 1000 0 3 0.144 0.0563295145393782
2 100 1000 0 3 0.0780000000000012 0.0717547154240354
3 100 1000 0 3 0.081999999999999 0.0716242556941505
