method n p rho rep time mse
0 100 100 0.2 1 0.0780000000000003 0.229093280190765
1 100 100 0.2 1 0.0569999999999999 0.227393306660637
2 100 100 0.2 1 0.004 0.168516324446965
3 100 100 0.2 1 0.00499999999999989 0.161815736126784
0 100 100 0.2 2 0.189 0.233206478391169
1 100 100 0.2 2 0.163 0.233206478391169
2 100 100 0.2 2 0.00400000000000045 0.167615929918381
3 100 100 0.2 2 0.00499999999999989 0.169794022552653
0 100 100 0.2 3 0.0759999999999996 0.204408462072361
1 100 100 0.2 3 0.0670000000000002 0.221486537495233
2 100 100 0.2 3 0.00399999999999956 0.16273823362902
3 100 100 0.2 3 0.00499999999999989 0.169423506020615
