method n p rho rep time mse
0 100 50000 0.1 1 1.718 0.0110518539072814
1 100 50000 0.1 1 5.904 0.0110518539072814
2 100 50000 0.1 1 2.089 0.0104980239896209
3 100 50000 0.1 1 2.607 0.0104982759595666
0 100 50000 0.1 2 1.722 0.0102957249046578
1 100 50000 0.1 2 4.908 0.0102957249046577
2 100 50000 0.1 2 2.102 0.0104982915090086
3 100 50000 0.1 2 2.335 0.0104984918590241
0 100 50000 0.1 3 2.059 0.0107169556168721
1 100 50000 0.1 3 4.943 0.0107169556168722
2 100 50000 0.1 3 2.20500000000001 0.0104980585072582
3 100 50000 0.1 3 2.289 0.0104982256312597
