method n p rho rep time mse
0 10000 1000 0.5 1 7.384 0.0134379679120629
1 10000 1000 0.5 1 20.391 0.0134381660884577
2 10000 1000 0.5 1 0.808999999999997 0.0418786220079101
3 10000 1000 0.5 1 1.228 0.0194949220487365
0 10000 1000 0.5 2 8.035 0.0141070999162167
1 10000 1000 0.5 2 20.475 0.0141084900145155
2 10000 1000 0.5 2 0.794000000000011 0.0493288018484785
3 10000 1000 0.5 2 1.142 0.019356242585981
0 10000 1000 0.5 3 7.009 0.0132603121982606
1 10000 1000 0.5 3 19.697 0.0132603642539432
2 10000 1000 0.5 3 0.930000000000007 0.0364693609123701
3 10000 1000 0.5 3 1.24000000000001 0.0197589001609439
