method n p rho rep time mse
0 10000 5000 0.95 1 86.213 0.0177542065091799
1 10000 5000 0.95 1 294.054 0.0177542065091725
2 10000 5000 0.95 1 2.21299999999997 0.0538101279917177
3 10000 5000 0.95 1 2.93100000000004 0.0312207545480994
0 10000 5000 0.95 2 78.174 0.0180239081776093
1 10000 5000 0.95 2 229.918 0.0180239081776186
2 10000 5000 0.95 2 2.08699999999999 0.079089102228758
3 10000 5000 0.95 2 2.73000000000002 0.0312101755692152
0 10000 5000 0.95 3 71.125 0.0174845972357035
1 10000 5000 0.95 3 212.493 0.017484597235701
2 10000 5000 0.95 3 2.09899999999993 0.04189817116903
3 10000 5000 0.95 3 2.73599999999999 0.0312088194294709
