method n p rho rep time mse
0 1e+05 100 0.95 1 29.296 0.0667829599764485
1 1e+05 100 0.95 1 1.598 0.0667829599764549
2 1e+05 100 0.95 1 1.428 0.111656467090267
3 1e+05 100 0.95 1 2.358 0.0232177755031917
0 1e+05 100 0.95 2 30.293 0.070561066618604
1 1e+05 100 0.95 2 1.61 0.0705610666186293
2 1e+05 100 0.95 2 1.408 0.189779244968594
3 1e+05 100 0.95 2 2.34399999999999 0.0233815356255031
0 1e+05 100 0.95 3 28.868 0.0798810635453939
1 1e+05 100 0.95 3 1.60300000000001 0.0798810635453993
2 1e+05 100 0.95 3 1.40000000000001 0.108872021286467
3 1e+05 100 0.95 3 2.363 0.0215825824171547
