method n p rho rep time mse
0 100 100 0.9 1 0.316 0.229936849588093
1 100 100 0.9 1 0.2 0.229936849588093
2 100 100 0.9 1 0.00600000000000023 0.367893197825926
3 100 100 0.9 1 0.00600000000000023 0.218807081564875
0 100 100 0.9 2 0.377000000000001 0.225029105498907
1 100 100 0.9 2 0.248 0.225078452400602
2 100 100 0.9 2 0.00499999999999989 0.245549298363257
3 100 100 0.9 2 0.00700000000000056 0.217090410501553
0 100 100 0.9 3 0.307 0.229166579355171
1 100 100 0.9 3 0.166 0.226783902741497
2 100 100 0.9 3 0.00499999999999989 0.298224854182169
3 100 100 0.9 3 0.00600000000000023 0.217495621822814
