method n p rho rep time mse
0 100 100 0 1 0.0859999999999999 0.209625743786859
1 100 100 0 1 0.0449999999999999 0.209625743786859
2 100 100 0 1 0.00499999999999989 0.165809896167009
3 100 100 0 1 0.00599999999999978 0.166719072226687
0 100 100 0 2 0.089 0.221524442706804
1 100 100 0 2 0.0569999999999995 0.221524442706804
2 100 100 0 2 0.00500000000000078 0.158462766481191
3 100 100 0 2 0.00499999999999989 0.158879722874723
0 100 100 0 3 0.0760000000000005 0.231292144296305
1 100 100 0 3 0.0510000000000002 0.231293421820448
2 100 100 0 3 0.00499999999999989 0.167709699829711
3 100 100 0 3 0.00499999999999989 0.16037973962624
