method n p rho rep time mse
0 100 5000 0.1 1 0.374 0.0288212451376408
1 100 5000 0.1 1 0.476 0.0288212451376409
2 100 5000 0.1 1 0.2 0.0328992851059578
3 100 5000 0.1 1 0.204 0.0329433793839057
0 100 5000 0.1 2 0.165999999999999 0.0291788753495732
1 100 5000 0.1 2 0.438 0.0291788753495729
2 100 5000 0.1 2 0.198 0.0329185850945331
3 100 5000 0.1 2 0.205 0.032951268623616
0 100 5000 0.1 3 0.162 0.0275947043504727
1 100 5000 0.1 3 0.472 0.0275947043504726
2 100 5000 0.1 3 0.197 0.0329292216793375
3 100 5000 0.1 3 0.210000000000001 0.0329292989574735
