method n p rho rep time mse
0 10000 20000 0.2 1 34.188 0.00431546669865555
1 10000 20000 0.2 1 1112.609 0.00431546669865555
2 10000 20000 0.2 1 8.05099999999993 0.0143550807946713
3 10000 20000 0.2 1 10.5989999999999 0.0144108018610277
0 10000 20000 0.2 2 34.76 0.0043416223675431
1 10000 20000 0.2 2 1021.333 0.00434162236754312
2 10000 20000 0.2 2 8.04800000000023 0.0143372423618749
3 10000 20000 0.2 2 10.4679999999998 0.0144103706071265
0 10000 20000 0.2 3 33.837 0.0043325972696616
1 10000 20000 0.2 3 1027.675 0.00433259726966161
2 10000 20000 0.2 3 8.04599999999982 0.0143696019996516
3 10000 20000 0.2 3 10.4629999999997 0.0144305216900829
