method n p rho rep time mse
0 100 50000 0.5 1 1.459 0.0109237976627104
1 100 50000 0.5 1 4.381 0.0109237976627104
2 100 50000 0.5 1 1.632 0.0105001744048203
3 100 50000 0.5 1 1.67 0.0104996986111781
0 100 50000 0.5 2 1.433 0.0107254770680363
1 100 50000 0.5 2 4.239 0.0107254770680363
2 100 50000 0.5 2 1.613 0.0104979397685822
3 100 50000 0.5 2 1.67 0.0104992635300553
0 100 50000 0.5 3 1.433 0.0106695273347258
1 100 50000 0.5 3 3.964 0.0106695273347258
2 100 50000 0.5 3 1.728 0.0104986389442427
3 100 50000 0.5 3 1.672 0.0104993842757149
