method n p rho rep time mse
0 5000 100 0.2 1 0.321 0.02761525166496
1 5000 100 0.2 1 0.0649999999999995 0.0276152516649603
2 5000 100 0.2 1 0.0949999999999998 0.103835495693842
3 5000 100 0.2 1 0.146 0.0702998574531284
0 5000 100 0.2 2 0.294 0.0267876164092368
1 5000 100 0.2 2 0.0640000000000001 0.0267876164092369
2 5000 100 0.2 2 0.093 0.0931910719094709
3 5000 100 0.2 2 0.151000000000001 0.0613906080977049
0 5000 100 0.2 3 0.285 0.0251440021912701
1 5000 100 0.2 3 0.0650000000000004 0.0251440021912704
2 5000 100 0.2 3 0.0930000000000017 0.0954616498069675
3 5000 100 0.2 3 0.15 0.0668442424470115
