method n p rho rep time mse
0 5000 5000 0.95 1 78.605 0.0243598917639117
1 5000 5000 0.95 1 199.633 0.0243598917639137
2 5000 5000 0.95 1 1.42000000000002 0.139148119426656
3 5000 5000 0.95 1 1.94 0.0322028164163679
0 5000 5000 0.95 2 78.62 0.0241265858833551
1 5000 5000 0.95 2 210.647 0.0241265858833582
2 5000 5000 0.95 2 1.65300000000002 0.0683309980086375
3 5000 5000 0.95 2 2.43899999999996 0.0321920483170204
0 5000 5000 0.95 3 92.558 0.0240768970641805
1 5000 5000 0.95 3 210.953 0.0240768970641723
2 5000 5000 0.95 3 1.37900000000002 0.159029324907934
3 5000 5000 0.95 3 1.79899999999998 0.0321898421777981
