method n p rho rep time mse
0 1000 5000 0 1 1.768 0.0138754419922353
1 1000 5000 0 1 12.035 0.0138754419922352
2 1000 5000 0 1 0.523 0.031044412098101
3 1000 5000 0 1 0.622 0.0310441891720422
0 1000 5000 0 2 1.903 0.0134454583076591
1 1000 5000 0 2 12.367 0.0134454583076591
2 1000 5000 0 2 0.512 0.0310772331606043
3 1000 5000 0 2 0.603000000000002 0.030972548110505
0 1000 5000 0 3 1.858 0.0142005040456493
1 1000 5000 0 3 12.771 0.0142005040456492
2 1000 5000 0 3 0.506 0.0311217885310199
3 1000 5000 0 3 0.608000000000004 0.0310945311477103
