method n p rho rep time mse
0 1e+06 100 0.1 1 121.361 0.0268850183484486
1 1e+06 100 0.1 1 30.607 0.0268850183484478
2 1e+06 100 0.1 1 19.451 0.00942033500400021
3 1e+06 100 0.1 1 33.366 0.00936042916834825
0 1e+06 100 0.1 2 129.545 0.0269477187313943
1 1e+06 100 0.1 2 34.556 0.0269477187313952
2 1e+06 100 0.1 2 19.905 0.00918758086059611
3 1e+06 100 0.1 2 32.788 0.00912575230253363
0 1e+06 100 0.1 3 125.77 0.0273203440809966
1 1e+06 100 0.1 3 29.559 0.0273203440809993
2 1e+06 100 0.1 3 19.397 0.0098256125765041
3 1e+06 100 0.1 3 33.571 0.00977795722550945
