method n p rho rep time mse
0 1000 20000 0.2 1 9.626 0.00672504891226833
1 1000 20000 0.2 1 103.983 0.00672504891226834
2 1000 20000 0.2 1 3.22500000000001 0.0163524405832352
3 1000 20000 0.2 1 4.22900000000001 0.0163726564104972
0 1000 20000 0.2 2 13.539 0.00646473191201154
1 1000 20000 0.2 2 111.846 0.00646473191201155
2 1000 20000 0.2 2 3.18399999999997 0.0163478510023443
3 1000 20000 0.2 2 3.50299999999999 0.0163710371607849
0 1000 20000 0.2 3 10.427 0.00680913624043863
1 1000 20000 0.2 3 154.164 0.00680913624043864
2 1000 20000 0.2 3 4.04699999999997 0.0163585633679277
3 1000 20000 0.2 3 5.19100000000003 0.0163763856114254
