method n p rho rep time mse
0 100 5000 0.9 1 0.714 0.0320265985939872
1 100 5000 0.9 1 1.55 0.0320265985939872
2 100 5000 0.9 1 0.382 0.0331719706464483
3 100 5000 0.9 1 0.370999999999999 0.0331847062045308
0 100 5000 0.9 2 0.585999999999999 0.0325562305225196
1 100 5000 0.9 2 2.336 0.0325562305225197
2 100 5000 0.9 2 0.362 0.0331883579856199
3 100 5000 0.9 2 0.369 0.0331886085083873
0 100 5000 0.9 3 0.411999999999999 0.0332281753431608
1 100 5000 0.9 3 1.837 0.0332281753431608
2 100 5000 0.9 3 0.360999999999997 0.0331838655882255
3 100 5000 0.9 3 0.375 0.0331861267229575
