method n p rho rep time mse
0 5000 100 0.5 1 0.436000000000001 0.0329296140379458
1 5000 100 0.5 1 0.0749999999999993 0.0329296140379454
2 5000 100 0.5 1 0.093 0.0892981071410983
3 5000 100 0.5 1 0.149 0.0502660348929346
0 5000 100 0.5 2 0.449999999999999 0.0299144301820383
1 5000 100 0.5 2 0.0750000000000002 0.029914430182038
2 5000 100 0.5 2 0.093 0.117687611092812
3 5000 100 0.5 2 0.148 0.0565060907652716
0 5000 100 0.5 3 0.408 0.0308816784207475
1 5000 100 0.5 3 0.0790000000000006 0.0308816784207469
2 5000 100 0.5 3 0.0940000000000003 0.0876206836302651
3 5000 100 0.5 3 0.149000000000001 0.0508419743716317
