method n p rho rep time mse
0 5000 100 0.95 1 1.358 0.0673148084569347
1 5000 100 0.95 1 0.0670000000000002 0.0673148084569072
2 5000 100 0.95 1 0.0889999999999995 0.250020274078934
3 5000 100 0.95 1 0.141 0.0596525129311835
0 5000 100 0.95 2 1.256 0.0705181608347887
1 5000 100 0.95 2 0.0699999999999985 0.0705181608347649
2 5000 100 0.95 2 0.0899999999999999 0.573876366973494
3 5000 100 0.95 2 0.146000000000001 0.0564500875260686
0 5000 100 0.95 3 1.168 0.0790467388197492
1 5000 100 0.95 3 0.0729999999999986 0.0790467388197313
2 5000 100 0.95 3 0.0950000000000006 0.566755612241154
3 5000 100 0.95 3 0.153 0.0564255669244954
