method n p rho rep time mse
0 100 20000 0.1 1 0.548 0.0166278320602516
1 100 20000 0.1 1 1.275 0.0166278320602516
2 100 20000 0.1 1 0.625999999999999 0.0165836017132763
3 100 20000 0.1 1 0.641999999999999 0.0165855013857131
0 100 20000 0.1 2 0.552 0.0162518336717663
1 100 20000 0.1 2 1.525 0.0162518336717665
2 100 20000 0.1 2 0.627999999999998 0.016582905876407
3 100 20000 0.1 2 0.638 0.0165855079284306
0 100 20000 0.1 3 0.533000000000001 0.0163290183359268
1 100 20000 0.1 3 1.15 0.0163290183359269
2 100 20000 0.1 3 0.620000000000001 0.0165828392457286
3 100 20000 0.1 3 0.638999999999999 0.0165852138318656
