method n p rho rep time mse
0 5000 20000 0 1 30.26 0.00508167198276046
1 5000 20000 0 1 778.669 0.00508167198276046
2 5000 20000 0 1 7.71100000000001 0.0153170849633418
3 5000 20000 0 1 10.298 0.0152859782897715
0 5000 20000 0 2 33.755 0.00510878181214802
1 5000 20000 0 2 826.313 0.00510878181214802
2 5000 20000 0 2 6.87099999999987 0.01532036041489
3 5000 20000 0 2 9.12100000000009 0.0152840234845275
0 5000 20000 0 3 28.645 0.00496254430528105
1 5000 20000 0 3 765.467 0.00496254430528105
2 5000 20000 0 3 7.75 0.0153077002451278
3 5000 20000 0 3 9.37199999999984 0.0152684539677832
