method n p rho rep time mse
0 5000 20000 0.5 1 24.728 0.00523413629658067
1 5000 20000 0.5 1 610.269 0.00523413629658068
2 5000 20000 0.5 1 6.21500000000003 0.0158082458895293
3 5000 20000 0.5 1 7.73900000000003 0.0157243722036187
0 5000 20000 0.5 2 26.938 0.00523637806344133
1 5000 20000 0.5 2 660.673 0.00523637806344135
2 5000 20000 0.5 2 6.89100000000008 0.0158171210063984
3 5000 20000 0.5 2 8.65200000000004 0.0157281397588925
0 5000 20000 0.5 3 27.0989999999999 0.00544512105827458
1 5000 20000 0.5 3 579.976 0.00544512105827459
2 5000 20000 0.5 3 7.19399999999996 0.0157958592149984
3 5000 20000 0.5 3 8.63099999999986 0.0157274005553032
