method n p rho rep time mse
0 100 50000 0.9 1 4.216 0.0105726988109197
1 100 50000 0.9 1 25.483 0.0105726988109197
2 100 50000 0.9 1 3.99 0.0105027978450529
3 100 50000 0.9 1 4.29199999999999 0.010502682469732
0 100 50000 0.9 2 4.706 0.0103644706442641
1 100 50000 0.9 2 20.597 0.0103644706442641
2 100 50000 0.9 2 3.68899999999999 0.010502774851671
3 100 50000 0.9 2 3.861 0.0105027353108472
0 100 50000 0.9 3 4.40000000000001 0.0105244619505131
1 100 50000 0.9 3 17.875 0.0105244619505131
2 100 50000 0.9 3 4.721 0.010502487838527
3 100 50000 0.9 3 4.694 0.0105029248055162
