method n p rho rep time mse
0 1000 1000 0.9 1 4.565 0.0620410335016616
1 1000 1000 0.9 1 4.555 0.0618814950616222
2 1000 1000 0.9 1 0.0800000000000001 0.210575582464491
3 1000 1000 0.9 1 0.100999999999999 0.0701528294919314
0 1000 1000 0.9 2 4.004 0.0594220706978282
1 1000 1000 0.9 2 4.851 0.0598750386700699
2 1000 1000 0.9 2 0.0809999999999995 0.176266248221707
3 1000 1000 0.9 2 0.101000000000003 0.0699952758039098
0 1000 1000 0.9 3 4.963 0.0604885654972845
1 1000 1000 0.9 3 5.419 0.0602386729351761
2 1000 1000 0.9 3 0.0799999999999983 0.159176615791962
3 1000 1000 0.9 3 0.100999999999999 0.0701442213873623
