method n p rho rep time mse
0 10000 1000 0.2 1 4.886 0.0131783615665654
1 10000 1000 0.2 1 12.104 0.0131783615665655
2 10000 1000 0.2 1 0.835000000000001 0.0363665455932945
3 10000 1000 0.2 1 1.117 0.0222374519279257
0 10000 1000 0.2 2 4.856 0.0132406956614466
1 10000 1000 0.2 2 11.94 0.0132406956614466
2 10000 1000 0.2 2 0.829999999999998 0.0361766114724828
3 10000 1000 0.2 2 1.173 0.0221437691896119
0 10000 1000 0.2 3 5.332 0.0128851916082604
1 10000 1000 0.2 3 16.091 0.0128851916082604
2 10000 1000 0.2 3 0.899000000000001 0.0376006311723128
3 10000 1000 0.2 3 1.34200000000001 0.0223330969777472
