method n p rho rep time mse
0 1000 100 0.5 1 0.0800000000000001 0.0403147963997759
1 1000 100 0.5 1 0.016 0.0403147963997756
2 1000 100 0.5 1 0.0179999999999998 0.106883145023496
3 1000 100 0.5 1 0.0249999999999999 0.0581426916834666
0 1000 100 0.5 2 0.0609999999999999 0.0415499522331849
1 1000 100 0.5 2 0.016 0.0415499522331853
2 1000 100 0.5 2 0.016 0.118121038512863
3 1000 100 0.5 2 0.0230000000000006 0.0581773674569103
0 1000 100 0.5 3 0.0620000000000003 0.0430851228290534
1 1000 100 0.5 3 0.016 0.0430869405813581
2 1000 100 0.5 3 0.0149999999999997 0.127993219883154
3 1000 100 0.5 3 0.0249999999999995 0.0662751598543931
