method n p rho rep time mse
0 5000 20000 0.1 1 28.164 0.00513542389013188
1 5000 20000 0.1 1 737.281 0.00513542389013188
2 5000 20000 0.1 1 5.89800000000002 0.0153872040751043
3 5000 20000 0.1 1 7.47899999999993 0.0154016787723355
0 5000 20000 0.1 2 28.701 0.00506662798863008
1 5000 20000 0.1 2 1611.873 0.00506662798863007
2 5000 20000 0.1 2 10.422 0.0153840289710948
3 5000 20000 0.1 2 12.5279999999998 0.0153942052592785
0 5000 20000 0.1 3 31.9459999999999 0.00501064925513132
1 5000 20000 0.1 3 800.875 0.00501064925513131
2 5000 20000 0.1 3 8.09299999999985 0.0153454253950749
3 5000 20000 0.1 3 10.1840000000002 0.0153766608783797
