method n p rho rep time mse
0 1000 20000 0.95 1 22.173 0.0153754529454613
1 1000 20000 0.95 1 31.599 0.0153754529454613
2 1000 20000 0.95 1 2.25599999999999 0.0170079932227558
3 1000 20000 0.95 1 2.267 0.0165800036881579
0 1000 20000 0.95 2 18.678 0.0154233232078564
1 1000 20000 0.95 2 22.939 0.0154233232078564
2 1000 20000 0.95 2 1.76000000000001 0.0167178551401864
3 1000 20000 0.95 2 2.16099999999999 0.0165815125562154
0 1000 20000 0.95 3 14.437 0.0153855892418356
1 1000 20000 0.95 3 28.834 0.0153855892418356
2 1000 20000 0.95 3 1.953 0.0166283022609331
3 1000 20000 0.95 3 2.32599999999999 0.0165816904046218
