method n p rho rep time mse
0 5000 1000 0.5 1 4.399 0.0203690525010646
1 5000 1000 0.5 1 9.698 0.0203642681935965
2 5000 1000 0.5 1 0.413 0.0401744002962072
3 5000 1000 0.5 1 0.587999999999997 0.0300130334842357
0 5000 1000 0.5 2 4.917 0.0196816186239422
1 5000 1000 0.5 2 9.412 0.0196793567500275
2 5000 1000 0.5 2 0.430999999999997 0.0409216411451784
3 5000 1000 0.5 2 0.592999999999996 0.0293882585703585
0 5000 1000 0.5 3 4.473 0.0191588622661364
1 5000 1000 0.5 3 9.943 0.0191617235232688
2 5000 1000 0.5 3 0.408000000000001 0.041371961489098
3 5000 1000 0.5 3 0.583999999999996 0.0285441277074784
