method n p rho rep time mse
0 1000 5000 0.9 1 2.477 0.0269871362363823
1 1000 5000 0.9 1 10.788 0.0269871362363823
2 1000 5000 0.9 1 0.542999999999999 0.0340034913363533
3 1000 5000 0.9 1 0.666 0.032804441368377
0 1000 5000 0.9 2 2.261 0.0270405151134879
1 1000 5000 0.9 2 10.876 0.0270405151134879
2 1000 5000 0.9 2 0.512999999999998 0.0336341457066255
3 1000 5000 0.9 2 0.631 0.0328271002758707
0 1000 5000 0.9 3 2.09 0.0271922364816442
1 1000 5000 0.9 3 9.356 0.0271922364816442
2 1000 5000 0.9 3 0.554000000000002 0.033160166731531
3 1000 5000 0.9 3 0.675000000000004 0.0327922057926561
