method n p rho rep time mse
0 5000 1000 0.1 1 3.983 0.0195449329904467
1 5000 1000 0.1 1 9.032 0.0195449329904467
2 5000 1000 0.1 1 0.413 0.0411450515698052
3 5000 1000 0.1 1 0.632999999999999 0.0270175730041607
0 5000 1000 0.1 2 3.957 0.0186661793328438
1 5000 1000 0.1 2 10.79 0.0186661793328438
2 5000 1000 0.1 2 0.451999999999998 0.0405439976892321
3 5000 1000 0.1 2 0.609999999999999 0.0263885938698129
0 5000 1000 0.1 3 3.546 0.0193428572297919
1 5000 1000 0.1 3 9.648 0.0193428572297919
2 5000 1000 0.1 3 0.420000000000002 0.039354092738145
3 5000 1000 0.1 3 0.591000000000001 0.0261645106869832
