method n p rho rep time mse
0 1000 1000 0.5 1 4.257 0.0556062933766516
1 1000 1000 0.5 1 4.777 0.0556637697455212
2 1000 1000 0.5 1 0.110000000000001 0.0617143676391749
3 1000 1000 0.5 1 0.141 0.0595383036559175
0 1000 1000 0.5 2 4.779 0.0555060511314165
1 1000 1000 0.5 2 5.797 0.0554486751822612
2 1000 1000 0.5 2 0.117999999999999 0.0615564621768655
3 1000 1000 0.5 2 0.149000000000001 0.0594090869850356
0 1000 1000 0.5 3 4.646 0.0537404708568182
1 1000 1000 0.5 3 5.04 0.0536303989935652
2 1000 1000 0.5 3 0.103999999999999 0.060772190844932
3 1000 1000 0.5 3 0.132999999999996 0.0594628291926949
