method n p rho rep time mse
0 1e+05 100 0 1 4.578 0.0249359786416996
1 1e+05 100 0 1 1.346 0.0249359786416995
2 1e+05 100 0 1 1.81 0.0295289997419394
3 1e+05 100 0 1 2.891 0.0283340250650167
0 1e+05 100 0 2 4.667 0.0256311376788958
1 1e+05 100 0 2 1.41 0.0256311376788955
2 1e+05 100 0 2 1.8 0.0325381517887637
3 1e+05 100 0 2 2.834 0.0311492074822587
0 1e+05 100 0 3 4.77 0.0248411131474776
1 1e+05 100 0 3 1.415 0.0248411131474776
2 1e+05 100 0 3 1.754 0.0285086054233536
3 1e+05 100 0 3 2.843 0.0273414991463251
