method n p rho rep time mse
0 1000 5000 0.1 1 2.478 0.0136105162990755
1 1000 5000 0.1 1 20.779 0.0136105162990755
2 1000 5000 0.1 1 0.521999999999998 0.031235325818822
3 1000 5000 0.1 1 0.637 0.0313024206230728
0 1000 5000 0.1 2 2.187 0.0135130754813255
1 1000 5000 0.1 2 18.683 0.0135130754813255
2 1000 5000 0.1 2 0.503999999999998 0.0312253054928332
3 1000 5000 0.1 2 0.658000000000001 0.0312641977699451
0 1000 5000 0.1 3 2.216 0.0135434071272232
1 1000 5000 0.1 3 18.865 0.0135434071272232
2 1000 5000 0.1 3 0.582000000000008 0.0312316538672451
3 1000 5000 0.1 3 0.715000000000003 0.0313022210516638
